,y_true,y_pred,default_final_strength,predicted_prob,num_args,num_rels,num_rels_not_flat,num_atts,num_supp,num_pos_args,num_neg_args
0,0,0,4.846117652943484,0.007797549492390088,9,11,7,4,7,4,5
1,0,0,6.051134898270439,0.002349653715585154,3,2,0,1,1,1,2
2,0,0,4.438033879149002,0.011681092943337523,15,17,12,11,6,8,7
3,1,1,4.909041841252362,0.9926745031811716,33,43,35,14,29,22,11
4,0,0,3.0310600765570723,0.04604224356501707,12,13,8,8,5,7,5
5,0,0,4.29427303851675,0.01346276904007948,4,3,2,2,1,2,2
6,1,1,2.9101592651856114,0.9483463667814125,29,36,28,9,27,21,8
7,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
8,0,0,3.7931556197309337,0.022028238019470958,7,6,2,4,2,5,2
9,0,0,4.805775872553557,0.008115942606363946,4,3,1,2,1,3,1
10,0,0,4.964677528451384,0.006931815793170704,6,5,2,3,2,4,2
11,0,0,5.407305055146868,0.004463693393272239,2,1,0,1,0,1,1
12,0,0,5.759848187888262,0.003141688696947087,5,4,2,2,2,3,2
13,0,0,5.315317610927732,0.004891671149758414,4,3,1,2,1,3,1
14,0,0,4.730377005657917,0.008745977022377893,3,2,0,2,0,2,1
15,0,0,4.392223927617708,0.012221957046324672,20,23,18,14,9,13,7
16,1,0,2.771250515688802,0.058897660726651924,26,32,25,18,14,16,10
17,0,0,4.960032473082803,0.00696386461081,7,7,4,5,2,4,3
18,0,0,5.4480236677496405,0.004286352106499192,10,10,7,7,3,5,5
19,0,0,5.673162354650634,0.0034252067611814097,4,3,1,2,1,2,2
20,0,0,4.1711281633507395,0.015200224291545439,6,5,1,3,2,4,2
21,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
22,0,0,4.510190605566882,0.01087675920440978,17,18,13,10,8,7,10
23,0,0,4.336220378688211,0.012916865833034419,7,6,2,4,2,6,1
24,0,0,4.381842183719618,0.012347928273693465,6,6,4,4,2,3,3
25,1,1,4.806802258283971,0.9918923157047637,26,33,26,9,24,20,6
26,0,0,5.342650072071191,0.0047604082521656155,5,4,1,2,2,3,2
27,0,0,3.7559697683170037,0.022843733087600016,8,9,6,5,4,6,2
28,0,0,3.1636499955394735,0.040556786768008,15,17,11,8,9,8,7
29,0,0,5.407305055146868,0.004463693393272239,2,1,0,1,0,1,1
30,0,0,5.236649399472811,0.005289913661792323,6,5,2,4,1,3,3
31,0,0,2.4657758878395186,0.07829251640234736,22,26,19,15,11,12,10
32,0,0,4.586793855859888,0.010082764522703735,7,7,4,6,1,4,3
33,0,0,5.172816607202447,0.005636628468964622,5,5,2,3,2,2,3
34,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
35,0,0,5.514260698752805,0.004012737873124839,2,1,0,1,0,1,1
36,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
37,0,0,4.399609701586096,0.012133112171280103,6,5,2,2,3,4,2
38,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
39,0,0,1.2569584068964774,0.22149792987317563,26,30,22,16,14,17,9
40,0,0,4.069444894315513,0.016799814630891308,7,8,5,5,3,4,3
41,0,0,3.2336864688570457,0.03791753611585491,13,14,10,7,7,8,5
42,0,0,6.336763819333141,0.0017668936472347019,2,1,0,0,1,0,2
43,0,0,5.051363361689013,0.0063598940155511485,7,6,3,3,3,5,2
44,0,0,3.3970288591734237,0.032388449325567725,8,7,1,5,2,4,4
45,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
46,0,0,5.260491196707735,0.00516592803824234,4,3,1,1,2,2,2
47,1,0,4.1192406284551915,0.015996797141250574,5,4,0,3,1,3,2
48,0,0,5.342650072071191,0.0047604082521656155,5,4,1,2,2,3,2
49,0,0,2.452755910864002,0.07923724819345301,11,13,9,6,7,8,3
50,0,0,4.3692629173757345,0.01250228299835221,6,5,2,4,1,4,2
51,0,0,3.885942480881528,0.020115530838262896,7,6,2,4,2,6,1
52,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
53,0,0,4.469996428057817,0.011317797870002977,6,6,2,3,3,4,2
54,0,0,5.149102370710952,0.0057711136991546175,12,12,7,4,8,4,8
55,0,0,5.091404793616259,0.0061117915143070745,3,2,1,1,1,2,1
56,0,0,5.673162354650634,0.0034252067611814097,4,3,1,2,1,2,2
57,0,0,6.051134898270439,0.002349653715585154,3,2,0,1,1,1,2
58,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
59,0,0,2.5856859548414026,0.0700653488303532,15,16,10,10,6,9,6
60,0,0,4.9995856187629855,0.006695606317442149,5,4,1,2,2,3,2
61,0,0,5.35699666317524,0.00469291840947994,7,7,4,3,4,4,3
62,0,0,4.974862275645032,0.006862057294013013,5,4,1,2,2,3,2
63,0,0,3.320110950454021,0.034887672579148266,10,11,7,6,5,7,3
64,0,0,5.799889619815508,0.0030187485106257794,1,0,0,0,0,0,1
65,0,0,1.851686614556157,0.13567499073311384,7,6,1,4,2,5,2
66,0,0,5.290762537175642,0.005012663810283202,4,3,0,2,1,2,2
67,0,0,5.407305055146868,0.004463693393272239,2,1,0,1,0,1,1
68,0,0,2.6426718346317353,0.06644211608709927,9,8,2,6,2,7,2
69,0,0,5.407305055146868,0.004463693393272239,2,1,0,1,0,1,1
